month,region,operator,subscribers,net_adds,churn_rate,avg_price,promo_intensity,marketing_spend,network_speed,coverage_score,satisfaction
2018-03-01,IL,T-Mobile,12584831,133748,2.7324687932406846,68.94729952484649,2.4937859061235694,153.61272816457526,109.18070592116278,89.70986066438883,9.185436943106454
2018-03-01,WA,Verizon,4104787,170917,2.513973658668947,76.19740834305621,5.871414625779004,202.4915311763843,106.57293441493715,92.2833045614277,9.137983741711011
2018-03-01,WA,AT&T,6279606,164375,2.263234503281168,71.86839949439177,7.079144812800285,205.93233573101622,123.59157627210558,96.62190053266389,9.651804546478111
2018-03-01,WA,T-Mobile,3872675,190689,1.8156190968716146,61.001766587635146,10.0,267.62139263565916,125.04492663530516,90.4416234881088,9.604129571473013
2018-03-01,MA,Verizon,13652560,186101,2.221652895743124,77.47324616477238,9.001943261128579,289.86135941155317,125.19872226349983,92.76177014394658,9.512095087940668
2018-03-01,MA,AT&T,13364355,144720,2.5963123634852647,68.55963223061111,3.4639569767138636,182.55871012135046,117.6798326969457,92.84845834555709,9.453454081999515
2018-03-01,MA,T-Mobile,14783459,199669,2.0957420403595064,67.0748620428526,8.572296910212884,251.80716910776997,143.5484517237325,88.85255094762573,9.865796942474896
2018-04-01,CA,Verizon,8643498,156083,2.333292682746667,73.39677994192989,6.71505248767444,138.5198055571261,114.12730582233822,96.31376673244868,9.437991319000925
2018-04-01,CA,AT&T,9866534,164802,2.8235507751372975,73.89221834458787,1.9761639935924569,196.2123767688173,120.13316036055353,95.66771923952143,9.533772600950833
2018-04-01,CA,T-Mobile,6198033,147478,2.4077246158416887,67.18862829990744,5.563792203252114,192.38857011511752,118.13664904778628,87.96687298312486,9.329852887450398
2018-04-01,TX,Verizon,13461560,158165,2.553915251039074,72.38210811788697,4.39042616667935,157.44779833081634,109.95859233247933,95.46842946507304,9.33940364942291
2018-04-01,TX,AT&T,7322455,174002,2.286272324830849,76.92916826621857,8.334205828767272,202.5377022033017,103.62260015748684,91.8890457616795,9.059831693337935
2018-04-01,TX,T-Mobile,13074036,179511,2.0841718723964626,67.38771951454243,8.0970618770152,130.779181267971,132.02923020851298,95.38763301928657,9.828336399603431
2018-04-01,NY,Verizon,4894157,170820,2.5897951699359507,73.83689532019204,4.18792841099545,150.52981879217702,129.7485028469613,96.81498953683452,9.76105078984234
2018-04-01,NY,AT&T,3186556,165323,2.414120233247341,71.91391981045231,6.127235519900339,149.05710645106691,107.31363941612697,91.1434610971671,9.161437423133028
2018-04-01,NY,T-Mobile,3228665,167797,2.0366000465183727,66.91667313781032,9.134615733277904,151.7376661395816,111.07454014696036,88.82718429100433,9.217139600291235
2018-04-01,FL,Verizon,2367827,165813,2.428355492782066,76.82368952914962,6.388179985796615,160.19271338936323,116.37042721031293,96.93002992212647,9.467072546578557
2018-04-01,FL,AT&T,2942511,153388,2.555225169107567,74.69657208770302,4.889600946613603,154.72533325633316,97.70130621759185,94.97461779851325,9.056298937430205
2018-04-01,FL,T-Mobile,3404598,166335,2.631697251110001,70.53991098814299,3.859830467347695,179.51887959255885,122.89128069588759,89.31179219180895,9.43178026979059
2018-04-01,IL,Verizon,3992503,192256,2.283947918657889,73.97107251509212,7.415431082499241,268.95664562337754,127.22540080290077,95.39304233940294,9.666588561089183
2018-04-01,IL,AT&T,5717391,145128,2.3966992713377024,67.72780144930508,5.367804263126946,198.31890934828738,103.1894834252512,92.10763313357045,9.149740648019085
2018-04-01,IL,T-Mobile,5573129,186960,2.1148540359645494,61.719113161809815,6.744262782186322,107.92376506967143,129.5228864385802,94.51019490530145,9.80857244431255
2018-04-01,WA,Verizon,4650775,149464,2.620152473624735,75.62514842384266,4.636031504004403,106.64062175827331,118.20988032882515,92.8747344451678,9.394188155693111
2018-04-01,WA,AT&T,7651719,169960,2.42025505257543,74.198066309758,6.119260739840349,241.8121038901833,113.93263151383678,95.17801996356955,9.392012566086242
2018-04-01,WA,T-Mobile,8405549,170046,2.367474538696082,70.20789140949574,6.395821566925296,116.32599640611792,136.18686547847906,89.71011328013034,9.712961793878534
2018-04-01,MA,Verizon,10944040,153332,2.746514125751693,77.25997728113173,3.260603640629866,183.67995773353056,115.25825683570096,97.26250558079548,9.450440531326567
2018-04-01,MA,AT&T,11366728,141060,2.326164692858698,71.04220790992699,6.824436804487867,105.87888915130146,94.56462188164888,91.2235784891055,8.917577713206873
2018-04-01,MA,T-Mobile,8698533,172568,1.9523810585468244,62.848136150131765,9.313976939409551,226.50810664526122,106.75320727513531,87.31839705148556,9.126134695545957
2018-05-01,CA,Verizon,3855311,138142,2.7570214982714383,78.44629710111631,3.7606602107477123,293.8824644670575,128.07293124811085,93.58384226761171,9.584510921979406
2018-05-01,CA,AT&T,3938342,192959,1.978243580158511,65.33025430402074,9.00151958126862,133.40838158018997,118.47079009985035,92.82095477950419,9.500741902341927
2018-05-01,CA,T-Mobile,3937597,174723,2.302869619161197,64.78519622175781,5.925555526980316,206.2339056002064,128.1000561281762,90.02787525759274,9.614985418073728
2018-05-01,TX,Verizon,2947088,155166,2.3994663950127735,76.357604675464,6.855741354380772,125.14830236132977,99.12110965399391,94.21115630584296,9.045180835500528
2018-05-01,TX,AT&T,2767398,136796,2.461652915049142,69.91961696009301,4.966206274220433,272.92176719100735,112.7903042546254,94.01187967306745,9.376966305683602
2018-05-01,TX,T-Mobile,4461355,171684,2.4336881436356586,67.79302839298356,5.330984987286507,157.73711910612764,122.14646857487946,88.90739254953618,9.43222086405384
2018-05-01,NY,Verizon,2176555,133095,2.8124399365131194,75.3614998763679,2.7125185688238846,239.09344133797242,110.08607650543692,92.353820413185,9.21872114374061
2018-05-01,NY,AT&T,2859911,147177,2.415602334240212,70.17742636681727,5.091511449693475,168.24956552523128,96.10427533236404,97.87950481267855,9.156696387359466
2018-05-01,NY,T-Mobile,2707157,181054,2.1362914748544974,64.43330993664658,7.1061465528809595,120.2841656898433,120.11408892849083,94.1760068590338,9.583228884974364
2018-05-01,FL,Verizon,10703954,182727,2.306359235062036,70.28849818913046,6.658631570303552,136.91702590740658,123.94825744407702,93.3547571690218,9.576722882060889
2018-05-01,FL,AT&T,12980605,162112,2.4529888698218456,76.75136430344881,6.844026321413938,229.32118268457202,99.18580371254596,89.76357841057367,8.90910978353364
2018-05-01,FL,T-Mobile,9201771,165502,2.48709384519399,66.70938143571131,4.864489873651612,184.78896258266042,124.13942898129375,86.0644796155075,9.397629153733988
2018-05-01,IL,Verizon,3940416,138399,2.7059170749849684,70.38915611992104,2.629378122476119,199.35337177183388,111.9632543203027,93.89282351658402,9.352158230704363
2018-05-01,IL,AT&T,4838154,158370,2.404595479710164,66.69766215148995,4.826871840874563,203.81195818165406,112.33785911790747,94.66705792321785,9.419792298539784
2018-05-01,IL,T-Mobile,6374026,194638,1.981414752747074,64.21850431418383,9.453667684437521,112.02846852015705,135.3875599244637,85.75885650928505,9.638331850625987
2018-05-01,WA,Verizon,4964911,188665,2.5379216095343304,72.28827707560563,4.493403551322885,234.31168872260747,127.893156118546,95.85035768454941,9.710491082151345
2018-05-01,WA,AT&T,6428936,126516,2.5303543016257155,66.47653035252058,3.618702855642599,147.81106643945313,110.39163904361858,93.73060198604358,9.354985536928472
2018-05-01,WA,T-Mobile,8382559,190020,1.880155502838851,58.118070979899244,8.952292221440132,206.49623851188522,134.33967422465048,88.69766946151206,9.766542858539378
2018-05-01,MA,Verizon,2306431,156794,2.4940130899469293,75.36969081874399,5.563497672514327,221.27418888667512,114.83743984062873,95.70309591765178,9.414144766154688
2018-05-01,MA,AT&T,1573024,166427,2.2706117331635274,70.72560010454062,7.451533646326065,100.06650122409788,110.49053409274357,89.87469042946785,9.198795393693501
2018-05-01,MA,T-Mobile,1584769,182177,1.9933779496907071,60.51236540583375,7.764209564481757,186.06743550178425,135.48529858534775,94.0448401977792,9.925927523581993
2018-06-01,CA,Verizon,4622917,160899,2.6375994283429405,72.7701299911051,3.9120543200034836,277.32084304809337,117.91039512667969,92.65977394788128,9.410299821058981
2018-06-01,CA,AT&T,3800061,161382,2.3628860004353727,69.47705888489575,5.969613742460021,151.96264174900685,113.91804005402547,92.96938030165401,9.372671621281173
2018-06-01,CA,T-Mobile,4410832,184256,2.0840233270370314,64.87973446203034,8.336435443633729,195.2036258737533,113.86438602123259,87.99278178402025,9.268273829324956
2018-06-01,TX,Verizon,1203644,176259,2.450825048237297,74.40658594231049,6.305435798439657,256.2340847573838,119.81650979095893,90.67630907649473,9.372553608690916
2018-06-01,TX,AT&T,1537228,158556,2.209946795146519,69.9096535986997,7.586112761314858,260.4261116255175,85.66097743451965,92.96350006959896,8.803028014791364
2018-06-01,TX,T-Mobile,2063760,161214,2.4394627246140552,64.6221830811595,4.565029627837837,116.52353269185375,123.16406199835076,89.64779742253512,9.506493331831475
2018-06-01,NY,Verizon,3999015,148001,2.4872146786325544,76.72292532251545,5.926447388609104,284.0594362438816,109.84786596854785,95.45990889568442,9.293525333016335
2018-06-01,NY,AT&T,5103981,144155,2.3750912243298026,68.89306166467023,5.667233341283352,235.19645511727109,109.97398332390982,93.60466748352667,9.318689074337295
2018-06-01,NY,T-Mobile,3463157,186385,2.206870528145056,69.79736700544812,8.249597289186383,153.866259660405,133.00192162600194,86.41170830452685,9.554416011601365
2018-06-01,FL,Verizon,12881188,166873,2.5588750982976904,81.90123025634091,6.156858798037286,213.00439857180322,127.53341621104532,96.34636270253992,9.622046902733693
2018-06-01,FL,AT&T,14011844,179868,2.2413785479201622,70.78198849945122,7.439674581742781,137.60494692308322,121.96631486645651,93.02937638945839,9.522387704018369
2018-06-01,FL,T-Mobile,12839157,154482,2.4896416557668712,63.63743132506545,4.359312350938609,275.3301523656401,132.24684725751885,84.71757356405767,9.550089838821453
2018-06-01,IL,Verizon,2827388,146960,2.385029931985712,78.78775231028155,7.46852183435345,110.56079209370562,110.06621794416144,94.38729307845738,9.245065628134133
2018-06-01,IL,AT&T,4029590,156204,2.1441262788389324,72.54498850112898,8.613114923528695,174.69251922883467,104.2091969152057,94.54619988307775,9.195120049785157
2018-06-01,IL,T-Mobile,4748282,180690,2.0786382689683953,64.95254086921379,7.700187978633617,290.06255058611833,116.23308459361918,95.03937505525187,9.526317534837801
2018-06-01,WA,Verizon,3452524,152332,2.3961785483840585,78.09889184145842,6.803542565117147,260.5286619591421,108.30083164289712,98.5445031933395,9.341362810243544
2018-06-01,WA,AT&T,2727219,162520,2.3395595936385725,71.18592838737545,6.706965811897334,113.79160327128423,108.99845923520047,91.34623929192028,9.208497079587863
2018-06-01,WA,T-Mobile,3711096,164549,2.255761049187677,63.421765903364125,5.971960923484823,112.5306406910709,137.36843897092433,91.5478176531123,9.859585649978214
2018-06-01,MA,Verizon,8112297,150414,2.524435175570958,73.41284196796111,4.885437751791838,161.73974867463906,109.35965764798902,95.52778886090803,9.318898399107411
2018-06-01,MA,AT&T,8529858,187004,1.9695721278926048,63.14755642755298,8.858648525425709,222.58003217238985,105.64795671383033,90.75141481158833,9.204026014348727
2018-06-01,MA,T-Mobile,6727891,183931,2.2750720015434642,65.6705333189875,6.144755172562068,258.7979432736012,129.6346665008139,92.38631475800787,9.70757743956664
2018-07-01,CA,Verizon,3687922,167384,2.370893143319499,73.91857978738621,5.936163010713276,254.40249526199807,128.8310977714716,101.38621513568972,9.879022611626262
2018-07-01,CA,AT&T,3724580,151080,2.1705842565885662,64.5076946548154,6.7251416300529705,226.91648351006074,105.52678104341248,94.70554735024444,9.30662509482743
2018-07-01,CA,T-Mobile,4085696,173559,2.219408079523602,64.20335948594473,6.966850976229207,296.7042945430444,120.44877420650647,86.79740125723718,9.370863926987798
2018-07-01,TX,Verizon,3428766,173980,2.536303634499218,79.23666166624629,5.625711469990902,132.44668115649586,129.85729995679864,98.58584518266174,9.762354737953363
2018-07-01,TX,AT&T,3369351,183657,2.2310473877545176,73.95279260682388,8.27975712225809,194.23357978656293,123.0596991732719,92.0032752156151,9.481764313865654
2018-07-01,TX,T-Mobile,3651906,193715,2.3594328611417996,63.89952676455594,5.216483701912356,190.07019578108253,142.57059956689093,89.69093039580835,9.90314463556651
2018-07-01,NY,Verizon,3670503,163038,2.3112360571742254,73.53271564224328,7.007636836880362,231.05648193833164,117.75744841242431,95.86545719826037,9.495785527773865
2018-07-01,NY,AT&T,3760438,138608,2.3280542591783187,69.40378289195013,6.564415285779869,274.8453448276703,94.39109097245935,90.35798700826966,8.904523600777775
2018-07-01,NY,T-Mobile,3197780,202717,2.284511272721907,63.7831250263638,5.865217528563612,293.2486821413596,138.43414309396,90.46294749490076,9.844740036462584
2018-07-01,FL,Verizon,7046050,160578,2.515605158153739,77.8269366308036,5.7602549051542535,109.22471286714676,117.81379288841269,96.4908083946908,9.472730743300941
2018-07-01,FL,AT&T,5586481,155845,1.98044931616134,72.38315025393753,10.0,267.63043671038486,93.07881111442781,96.72136889174108,9.039385786501413
2018-07-01,FL,T-Mobile,6292316,171163,2.6092369369368584,70.12748369893464,3.759154680176766,168.16313995796932,126.44916101775954,91.73972690241577,9.579900190438316
2018-07-01,IL,Verizon,7057736,170739,2.468272565557096,74.26181253561015,5.648228375135327,290.1062105172407,134.7907897340576,95.21408476415743,9.809620212249774
2018-07-01,IL,AT&T,10610738,131199,2.6253679941645505,68.71209332644823,3.1873650726563323,222.15601421515365,101.0566737691158,93.01373650987807,9.124424637414174
2018-07-01,IL,T-Mobile,9412864,177726,2.1238396275967077,64.51960161330008,7.342680152900932,117.4185533591543,131.03544138639393,93.22843893792003,9.772365979732479
2018-07-01,WA,Verizon,8476794,169244,2.250067555944476,73.04130968276532,7.682985408941713,159.34552822081798,108.3455732977998,94.24600968166592,9.263878659578321
2018-07-01,WA,AT&T,5806329,153327,2.2819193633029116,67.54414996118626,6.227839256201539,180.84794592884185,101.87595001010236,94.61797103006595,9.200616631492164
2018-07-01,WA,T-Mobile,9217876,191980,2.169576016490315,61.77530282807264,6.41982417928374,265.80354650909817,149.00935612994573,92.39476221427634,10.0
2018-07-01,MA,Verizon,7321947,155552,2.1244368051131985,77.90837160158021,9.550621785219024,234.59332447888647,110.56149294576282,97.86684483965034,9.368151488088966
2018-07-01,MA,AT&T,7575099,162840,2.2503543064161944,73.91302072863446,8.065092408683315,174.91057740402425,107.4674508997479,92.13968672881633,9.174409412573103
2018-07-01,MA,T-Mobile,9088890,184065,2.3945676632016077,59.94968542333715,4.388259867007623,235.42412794700186,148.91387849550338,86.56000585643729,9.975580891369814
2018-08-01,CA,Verizon,7993448,148797,2.758751475780031,73.57288420880641,2.3924371564436435,280.01663660329615,116.45012715886712,97.34624927517328,9.513661179344478
2018-08-01,CA,AT&T,7328453,150035,2.4994765863358186,63.883116168983754,3.6394141208202124,208.3409624820008,115.00844474944456,91.42443249618353,9.404070708184559
2018-08-01,CA,T-Mobile,9350093,195599,2.1043239861961576,66.48185561598116,7.922843370735086,127.8393402691391,120.80615408413577,93.30287890499571,9.550390892672775
2018-08-01,TX,Verizon,5044467,175517,2.442760581944622,75.25434859393188,6.542842987601885,126.47447580699449,136.6444025394821,90.80420911738265,9.704470838371803
2018-08-01,TX,AT&T,6642991,185366,2.287114265461788,67.27190569107816,5.895960623083972,160.48949565787598,142.54647293154127,96.87277860513782,10.0
2018-08-01,TX,T-Mobile,6125015,153628,2.4816185784564384,58.40116784449834,2.5751210848713724,220.4233970709559,131.63061067429416,92.8892669946391,9.835278544880072
2018-08-01,NY,Verizon,4335781,156801,2.3971595192160944,71.76092789249296,5.962582487108206,237.54440848611213,116.11481546911114,94.18007899229445,9.430089400226127
2018-08-01,NY,AT&T,5043971,150306,2.2858594034604596,71.53925626029188,7.032356574229917,248.09522639070383,104.06159837753361,94.16900643223862,9.190909597914912
2018-08-01,NY,T-Mobile,5088037,165414,2.4042395649763146,62.76529206558065,4.6496434500512365,169.76410679389585,128.65231420884882,88.6101931330175,9.603699157511695
2018-08-01,FL,Verizon,15334017,156905,2.585038352888578,74.46236857612384,4.58085541409355,159.05809880958867,112.30857650212701,94.61234772245439,9.339918275954933
2018-08-01,FL,AT&T,9623033,122121,2.4169805400651616,65.04124390648334,4.290654110057167,277.73181605307974,79.80487844179174,95.47789270587887,8.810021910947366
2018-08-01,FL,T-Mobile,13549273,183175,2.0525316226020087,65.7097452526286,8.73941755593956,204.03397846215023,129.74425687808005,88.77215268566069,9.600952265605136
2018-08-01,IL,Verizon,10240759,185241,2.2784445987672215,75.45706461610116,7.76998677216222,216.6533035626091,122.09069230117865,95.36980163385796,9.5483372488783
2018-08-01,IL,AT&T,6864613,154847,2.450691009454141,71.92375117998516,5.66073176180969,235.0280122299336,111.10889478887768,92.17108379645934,9.268072897871482
2018-08-01,IL,T-Mobile,8776082,188254,1.8816483372682313,62.58806877907779,10.0,299.8932496431261,120.29996032490958,87.01130383133244,9.390457633647387
2018-08-01,WA,Verizon,7031725,186173,2.0869419594044643,73.47557940705806,8.90493506894149,264.4359773632847,116.03337840178082,99.20761218425481,9.56214013949268
2018-08-01,WA,AT&T,5744000,147090,2.5694816453726252,71.12922857829255,4.260673837450611,228.96652080446276,125.47999753924019,92.70355424481646,9.579414292346371
2018-08-01,WA,T-Mobile,7948046,165451,2.519388819032729,67.22247303626038,4.97357286705683,102.93867773099078,127.81964121801781,82.77033549867957,9.36727815895814
2018-08-01,MA,Verizon,5230933,130957,2.8206310761345312,75.04505767978287,2.6076418646088246,143.961069764638,116.71465091537269,91.95058910002439,9.342360114510358
2018-08-01,MA,AT&T,5070109,156211,2.555497568646747,67.52992238626473,3.5470358203830203,214.12992477618698,117.86312709880447,94.03972970402454,9.503155209234178
2018-08-01,MA,T-Mobile,4865971,198672,2.2120206626261156,63.80741053713362,6.595789832957379,287.47568763286415,154.0737758393122,90.4548564820819,10.0
2018-09-01,CA,Verizon,13578211,182864,2.481218565762763,78.8758400897006,6.650863517072596,140.9962419053633,127.68342949486146,93.12118843239897,9.558545841972194
2018-09-01,CA,AT&T,9077612,147929,2.58598917708114,73.72955031164308,4.589148703841648,237.99994746178868,114.4960903007183,92.96869587675566,9.341687179200605
2018-09-01,CA,T-Mobile,7927724,198145,2.2686515148488455,66.96396248872402,6.369305551809202,252.17086890289912,152.88947489713206,93.36971797447146,10.0
2018-09-01,TX,Verizon,3041525,151358,2.5675155552927076,77.0639008563481,5.152447177103938,218.71218707575719,103.82637049891432,95.85177441238608,9.181441633786388
2018-09-01,TX,AT&T,3560413,179447,2.2098026725713464,72.4925569728381,8.350566215648097,132.53994876171316,113.5561334878566,90.49918453206057,9.261172635990569
2018-09-01,TX,T-Mobile,2867625,184018,2.2710552292521937,62.3812109697813,5.960501812930746,232.48680234021361,123.52458194364841,88.05188088503573,9.488235955726227
2018-09-01,NY,Verizon,6185495,120526,2.716783194265508,69.88590895951118,2.1676656406682424,183.1207791814671,111.96027601193022,96.41684208578917,9.432851693217167
